|character|text|type|character_clean|gender|principal_character
686|TOSCA|"Frank. You can see I'm a Renaissance
man. Unfortunately not all my people are
as enlightened. Ask them, What is civil
rights, they don't know. They're not as
open to change from the way things are
done and who's doing it. But I can talk
to them so there won't be any
misunderstanding. That's what I mean by
peace of mind."|speech|TOSCA|M|True
687||"Frank knows, in truth, he's not being given any choice in
this matter. Still, maybe it's not so bad."|stage direction|||
688|FRANK|"You pay what a kilo now, 75, 80? I'd
consider 50. And I can get you as much
as you want."|speech|FRANK|M|True
689||"Tosca slips on his best poker face. Fifty thousand a kilo
would be an extraordinary coup for him."|stage direction|||
690|TOSCA|"You see, I was right. This is a
historic moment. You're going to be
bigger than Bumpy himself."|speech|TOSCA|M|True
691||He hands Frank one of the cigars, expertly prepared.|stage direction|||
692|TOSCA|"Can't smoke it here, unfortunately.
Grace doesn't like it. Take it with you."|speech|TOSCA|M|True
693||67.|unknown|||
694||160   INT/EXT. TOSCA'S MANSION - LATER - DAY                        160|location|||
695||"Doc waits by the car as Frank and Ana walk toward him.
The Toscas wave goodbye from the front step of the mansion.
Frank slips the cigar into his top pocket as they climb in."|stage direction|||
696||"ANA
Why would you trust these people, the way
they look at you?
FRANK
They look at me like it's Christmas and
I'm Santa Claus.
ANA
They looked at us like we're the help.
FRANK
(kisses her cheek)
No.   They're working for me now."|unknown|||
697||161   INT. NARCOTICS SQUAD HQ - NEWARK - DAY                        161|location|||
698||"A TV: Muhammad Ali, the black man's black man, and Joe
Frazier, the white man's black man, at their 1971 Madison
Square Garden press conference where Ali says as much.
Most of the guys watching it. Richie isn't. He comes
over to Table of Organization. Tacks his Bar Association
notice to it. Regards the photographs, like tentacles of
octopus yet to have a head.
Only the lowest section is made up of blacks (including
Charlie Williams and Jackie Fox, but not Frank Lucas). The
rest of the faces are white and stop about midway up.
They've hit a wall they can't get past."|stage direction|||
699||162   INT. FRANK'S PENTHOUSE - DUSK                                 162|location|||
700||"Another TV here: Howard Cosell, ringside at the Garden as
the first early fans arrive, pointing out that the fight,
because of the political stand Ali's taken, is less about
boxers than war versus anti-war.
Frank chooses a linen jacket from his extensive color-
coordinated racks of Phil Cromfeld suits as Ana, in her
lingerie, puts on make-up at a vanity. He comes up behind
her and sets down a small jewelry box."|stage direction|||
701||163   INT. NARCOTICS SQUAD HQ - NEWARK - SAME TIME                  163|location|||
702||"The TV in the background as Richie puts a camera with a long
lens in a sports bag and reaches for his coat -"|stage direction|||
703||"(CONT)
68."|unknown|||
704||"163        CONTINUED:                                                       163
164 OMIT                                                              164 OMIT
165        INT. FRANK'S PENTHOUSE - CONTINUED                                165"|location|||
705||"Ana's reflection in the vanity mirror as Frank slips the
engagement ring on her finger. She wipes at a tear, then
gets up and hugs him.
ANA
Yes.
She kisses him.     Admires the ring.     And -
ANA
I bought you something, too.
She crosses past the TV, takes a garment bag down from her
side of the closet, lays it on the bed next to Frank's suit
jacket. She takes hold of the zipper but doesn't
immediately pull it, hoping perhaps to create some dramatic
tension.
FRANK
What is it?
She unzips the bag like she's unveiling great art. But
instead of seeing what's inside, we're allowed only Frank's
reaction: his smile of anticipation slowly changing to
chagrin."|unknown|||
706||166        INT/EXT. MADISON SQUARE GARDEN - BACK ENTRANCE - NIGHT            166|location|||
707||"Richie observes celebrities and gangsters arriving in
limousines - Sammy Davis Jr. and his wife, Joe Louis and
his, Tosca and some of his guys - then enters the arena as
another limo pulls up. Ana climbs out.
ANA
Come on. You look great.
(no one else emerges)
You want to miss the fight? Come on.
Finally, a patent leather shoe pokes out, sets down on the
curb. Then its mate beside it. The shoes step away from
the limo and -"|unknown|||
708||167        INT. MADISON SQUARE GARDEN - NIGHT                                167|location|||
709||"Pre-fight. Richie, blended in with the a group of press
photographers, regards the organized crime figures ringside.
He takes a few pictures with the long lens camera as -
(CONT)
69."|unknown|||
710||167   CONTINUED:                                                       167|location|||
711||"The owner of the gleaming patent leather shoes is shown to
his second row ringside seat just behind the sports writers,
and we move up the full-length chinchilla coat to Frank's
uneasy expression -
Richie's camera roams the faces of the prime ticket holders
ringside: organized crime figures, celebrities, politicians,
women with plunging necklines and platinum hair -"|stage direction|||
712||JOE LOUIS|unknown|||
713|TOSCA|Excuse me -|speech|TOSCA|M|True
714||Richie can't believe it's Joe Louis brushing past him -|stage direction|||
715||RICHIE|unknown|||
716|TOSCA|Mr. Louis -|speech|TOSCA|M|True
717||Joe looks back as Richie approaches him -|stage direction|||
718|RICHIE|"I'm sorry, but I just have to tell you,
sir, you were a hero to me growing up. I
still push elevator buttons eight times
for the rounds you beat Billy Conn in.
For luck."|speech|RICHIE|M|True
719||"Louis acknowledges Richie only slightly more than not at
all. Turns away to join his friends. Richie watches after
him, stung by Louis's disregard.
He snaps a picture of an Italian wise guy he doesn't
recognize ... sifts the camera's view past Frank in the
chinchilla coat ... then returns to him, watches as Tosca
and his guys sit down behind Frank. Richie can't hear -
but can see - their good-natured exchange -"|stage direction|||
720|TOSCA|"Hey, Frank, you keep that hat on, I'm
gonna miss the fight -"|speech|TOSCA|M|True
721||"The odd thing to Richie is, Chinchilla's seat is better
than all the Italians'. Detective Trupo notices this, too.
Richie focuses on the Chincilla's date, a stunning girl, a
beauty queen, then shifts back to her boyfriend who's now
shaking the proffered hands of other Italians, then Don
King. Joe Louis himself - who barely acknowledged Richie's
existence - comes over and playfully exchanges ""punches""
with the man in the chinchilla coat.
A sudden roar from the crowd as the lights go out except
for the spot on the ring. Ali and Frazier are coming down
the steps through the crush of fans and reporters, preceded
by soldiers carrying flags -"|stage direction|||
722||"(CONT)
70."|unknown|||
723||167   CONTINUED:                                                     167|location|||
724||"Richie tries to find the guy in the chinchilla coat, but
he's hidden by a flag. Then he glimpses him again just as
Ali shakes his hand before climbing into the ring -
Flashbulbs pop throughout the arena as Robert Goulet
begins the National Anthem. Ali pointedly doesn't sing
along. Richie frames the shadowy figure in the chinchilla
coat, focuses as sharp as he can in the bad light, and
snaps the shutter -"|stage direction|||
725||168   INT. NARCOTICS SQUAD HQ - NEWARK - DAY                          168|location|||
726||"Richie tacks the photograph of the man in the chinchilla
coat to his Table of Organization - low and off to the side
by other pieces of the puzzle that don't fit, other new
faces with no names. Spearman holds a scrap of paper -"|stage direction|||
727|RICHIE|"That's is the plate number on the limo.
Check with the company, who rented it."|speech|RICHIE|M|True
728|SPEARMAN|"He's a supplier at most. Or just a pimp.
We'd've heard of him otherwise."|speech|SPEARMAN|M|True
729|RICHIE|"No, he's bigger than that. His seats
were phenomenal; better than Al Tosca's.
Joe Louis and Ali shook his fuckin hand."|speech|RICHIE|M|True
730||"They look from Tosca's high position on the board to Frank's
low one, and a wedding march played in traditional fashion
on organ begins and carries over:"|stage direction|||
731||169   INT. BAPTIST CHURCH - DAY                                       169|location|||
732||"From above, a sea of ladies' hats, all coral and pink.
Below, Frank stands at the altar, waiting for his bride."|stage direction|||
733|RICHIE V/O|His name is Frank Lucas ...|speech|RICHIE V/O|?|True
734||170   INT. NARCOTICS SQUAD HQ - NEWARK - DAY                          170|location|||
735||"Toback sifts through documents Richie has gathered:
limousine company records, Frank's thin arrest record, mug
shots of him years younger, the photograph from the fights
and some more from subsequent surveillances."|stage direction|||
736|RICHIE|"Originally from Greensboro, North
Carolina. Couple of arrests years ago.
Gambling, robbery, unlicensed firearm."|speech|RICHIE|M|True
737||"(CONT)
71."|unknown|||
738||170   CONTINUED:                                                     170|location|||
739|RICHIE (CONT'D)|"For fifteen years he was Bumpy Johnson's
collector, bodyguard and driver. He was
with him when he died."|speech|RICHIE|M|True
740||171   INT. BAPTIST CHURCH - CONTINUED                                 171|location|||
741||"Ana's family and friends on one side of the aisle, the
extended Lucas family - on the other. Frank's mother looks
at her eldest son at the altar with pride."|stage direction|||
742||172   INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                    172|location|||
743|RICHIE|"Five brothers, he's the oldest, lots of
cousins, all living here now, spread out
around the boroughs and Jersey. The
brothers are -"|speech|RICHIE|M|True
744||173   INT. DRY CLEANERS - DAY                                         173|location|||
745||A Lucas brother hands some dry cleaning to Spearman -|stage direction|||
746|RICHIE V/O|Eugene Lucas in Brooklyn -|speech|RICHIE V/O|?|True
747||174   INT. ELECTRICAL SHOP - DAY                                      174|location|||
748||"Another Lucas brother examines a lamp with a frayed cord
brought in by Jones."|stage direction|||
749|RICHIE V/O|Earl Lucas in Newark -|speech|RICHIE V/O|?|True
750||175   INT. METAL DOOR SHOP - DAY                                      175|location|||
751||Another brother at the register, hands Abruzzo a receipt -|stage direction|||
752|RICHIE V/O|Lester Lucas in Queens -|speech|RICHIE V/O|?|True
753||176   EXT. TIRE SERVICE SHOP - DAY                                    176|location|||
754||"Another brother is photographed by Spearman from a parked
car as he changes tires on a car up on a hoist."|stage direction|||
755|RICHIE V/O|Turner Lucas, the Bronx -|speech|RICHIE V/O|?|True
756||177   EXT. STREET - NEWARK - DAY                                      177|location|||
757||Richie kicks a dent into the fender of his old car.|stage direction|||
758||72.|unknown|||
759||178        EXT/INT. BODY SHOP - DAY                                     178|location|||
760||"As an appraiser writes up an estimate, Richie observes
Teddy, attending to paperwork inside.
RICHIE V/O
And Teddy Lucas, in Bergen County."|unknown|||
761||179        INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                 179|location|||
762||"A photograph of Teddy goes up on the T.O. next to Frank and
the other brothers and some cousins -
RICHIE
Except for the chinchilla coat, which
no one can explain, Frank's life seems
orderly and legitimate."|unknown|||
763||180        INT. BAPTIST CHURCH - CONTINUED - DAY                        180|location|||
764||"Best Man Teddy standing next to Frank at the altar as the
bride is escorted down the aisle by her father. Tight on
Frank in a beautiful tuxedo -"|unknown|||
765||181        EXT. FRANK'S PENTHOUSE BUILDING - DAWN                       181|location|||
766||"A light goes on in a penthouse window. Down below, by his
parked car, Richie shivers in the early morning cold.
RICHIE V/O
He gets up early. Five a.m."|unknown|||
767||182        INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                 182|location|||
768||"RICHIE
Has breakfast at a Midtown place,
usually alone."|unknown|||
769||183        INT/EXT. DINER - MORNING                                     183|location|||
770||"Richie tosses a glance inside a restaurant as he passes the
window to where Frank sits eating at a table, Doc nearby."|unknown|||
771||184        INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                 184|location|||
772||"RICHIE
Then goes to work. Meeting with his
accountant, or lawyer, dropping in on one
of the several office buildings he owns."|unknown|||
773||185 OMIT                                                         185 OMIT|location|||
774||73.|unknown|||
775||186        INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                 186|location|||
776||"RICHIE
Nights, he usually stays home. When
he does go out, it's to a club or dinner -
with his new wife - friends, celebrities,
sports figures - never O.C. guys."|unknown|||
777||187        EXT. SMALL'S PARADISE - NIGHT                                187|location|||
778||"Richie sits in his car across from Small's where bouncers
keep out people like him. Frank, Ana, Wilt Chamberlain and
his wife emerge from the restaurant together."|unknown|||
779||"188 OMIT                                                         188 OMIT
189        INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                 189"|location|||
780||"RICHIE
Sundays he takes his mother to church.
Then drives out to change the flowers on
Bumpy's grave. Every Sunday, no matter
what."|unknown|||
781||190        INT. BAPTIST CHURCH - CONTINUED - DAY                        190|location|||
782||"Frank's mother tearfully watches her son slip a ring onto
Ana's finger next to the fat engagement diamond - before
Ana, in turn, puts a gold band on Frank's. The minister
pronounces them husband and wife, the veil is lifted, and
they kiss to great applause -"|unknown|||
783||191        EXT. BAPTIST CHURCH - DAY                                    191|location|||
784||"As a photographer takes the official photograph of the
wedding party on the steps of the church -"|unknown|||
785||192        INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                 192|location|||
786||"Lou Toback looks from a surveillance photo of the wedding
party in his hands, to Richie's Table of Organization: The
Lucas brothers and cousins - in the streets of New York and
New Jersey, arranged in some imagined hierarchy.
TOBACK
Not your typical day in the life of a
dope man, Richie.
RICHIE
Neither was Bumpy Johnson's and he owned
Harlem.
(CONT)
74."|unknown|||
787||192   CONTINUED:                                                      192|location|||
788|TOBACK|"You think Frank Lucas took over for Bumpy
Johnson? His driver? That's a little
far-fetched."|speech|TOBACK|M|True
789||RICHIE|unknown|||
790|TOBACK|"Is it?   Everything he does, he does like
Bumpy."|speech|TOBACK|M|True
791|TOBACK|"Bumpy never wore a chinchilla coat in his
life."|speech|TOBACK|M|True
792|RICHIE|"We haven't seen that again. That
apparently has been retired to the
closet."|speech|RICHIE|M|True
793||193   EXT. BAPTIST CHURCH - DAY                                        193|location|||
794||Frank and Charlie look on as Ana throws the bouquet.|stage direction|||
795|CHARLIE|"She's the most beautiful bride I ever
saw, Frank."|speech|CHARLIE|M|
796|FRANK|"I wish Bumpy could've met her.     I wish
she could've met him."|speech|FRANK|M|True
797||194   INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                     194|location|||
798||Looking at the Lucas Table of Organization -|stage direction|||
799|TOBACK|"What do you got on him you can use in
court? Because this isn't it. You try
this without informants and powder, no
one's going to jail."|speech|TOBACK|M|True
800|RICHIE|"Won't get any informants. Not inside.
It's like a Sicilian family. Like he's
structured his own family the same way to
protect himself."|speech|RICHIE|M|True
801||195   EXT. BAPTIST CHURCH - CONTINUED                                  195|location|||
802||"Exactly like one, like a scene from The Godfather as Frank
dances with Ana before the reception guests."|stage direction|||
803||75.|unknown|||
804||196   INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                  196|location|||
805||"RICHIE
Being with Bumpy long as he was, he
would have been around Italians a lot.
Enough to learn that much."|unknown|||
806||197   EXT. BAPTIST CHURCH - CONTINUED                               197|location|||
807||"Rice rains down on the bride and groom as they climb into
the back of the Towncar. Doc comes around to the driver's
side, gets in and slowly pushes through the crush of guests
waving and throwing kisses."|stage direction|||
808||198   INT. NARCOTICS SQUAD HQ - NEWARK - CONTINUED                  198|location|||
809||"RICHIE
But it's not even Frank Lucas I want. I
want to know who he's working for: Which
Italians are bringing the heroin in."|unknown|||
810||199   INT/EXT. TOWNCAR / NEW YORK - TWILIGHT                        199|location|||
811||"Flanked front and rear by Frank's security, the marriage
car moves along a rain-slick street. The newlyweds cuddle
in back. Another car pulls up alongside - Trupo's Shelby -
and Doc's right hand instinctively comes off the steering
wheel to settle on his holstered gun. Trupo smiles and
shakes his head, no."|stage direction|||
812||200   EXT. CENTRAL PARK - LATER - TWILIGHT                          200|location|||
813||The Lincoln and security cars and Trupo's Shelby parked.|stage direction|||
814||"FRANK
(to Ana)
Stay in the car"|unknown|||
815||"As Frank and Doc climb out, Frank motions to his other
security men to remain calm, he'll handle this."|stage direction|||
816||"TRUPO
Hello, Frank."|unknown|||
817||"If Frank is surprised Trupo knows his name, he doesn't show
it, or anything else except an air of professional courtesy."|stage direction|||
818||"FRANK
Detective."|unknown|||
819||"Trupo looks in at Ana in the back seat, smiles at her. She
turns her head away and closes the door. Trupo leads Frank
away for a private conversation -"|stage direction|||
820||"(CONT)
76."|unknown|||
821||200   CONTINUED:                                                       200|location|||
822|TRUPO|"You sure you done the right thing?
She's a beautiful girl - there's no
question - but she's got an attitude
on (her) -"|speech|TRUPO|M|True
823||FRANK|unknown|||
824|TRUPO|"Listen   to me. Before you say another
word -   about her - or me - remember that
you're   saying it on the most important
fuckin   day of my life."|speech|TRUPO|M|True
825|TRUPO|"Man walks around in a fifty thousand
dollar chinchilla coat and he never even
bought me a cup of coffee? Something
wrong there."|speech|TRUPO|M|True
826|FRANK|I don't know what you're talking about.|speech|FRANK|M|True
827|TRUPO|You pay your bills, Frank?|speech|TRUPO|M|True
828|FRANK|"You want to keep talking, talk to my
lawyer, here's his card. You call him,
because we're done here -"|speech|FRANK|M|True
829|TRUPO|Do you pay your bills, I asked you.|speech|TRUPO|M|True
830|FRANK|"If you're not getting your share, it's
not my fault, go ask the chief of police."|speech|FRANK|M|True
831|TRUPO|"What's my share? You don't even know me.
Maybe I'm special."|speech|TRUPO|M|True
832|FRANK|No, you're all the fuckin same.|speech|FRANK|M|True
833||(shows his shield)|unknown|||
834|TRUPO|What does that say?|speech|TRUPO|M|True
835||(Frank ignores him)|unknown|||
836|TRUPO|"Special - Investigations - Unit. See
that word there? ""Special."""|speech|TRUPO|M|True
837||"(he takes out a restaurant
business card)"|unknown|||
838|TRUPO|"Ten grand, first of each month, delivered
here."|speech|TRUPO|M|True
839||"(CONT)
77."|unknown|||
840||200   CONTINUED:                                                        200|location|||
841||Frank ignores the card, stares at Trupo like he's a fool.|stage direction|||
842|FRANK|"Detective ... There are some things you
don't do. This is one of them. Not on a
man's wedding day."|speech|FRANK|M|True
843||Frank's resolve throws Trupo off his rhythm.           He manages:|stage direction|||
844|TRUPO|Have a nice honeymoon.|speech|TRUPO|M|True
845||201   INT. FRANK'S PENTHOUSE - LATER - NIGHT                             201|location|||
846||"Frank doesn't carry Ana across the threshold. He strides in
leaving her at the front door, throws a match in the gas
fireplace, comes back from the bedroom a moment later with
the $50,000 chinchilla coat and throws it on the flames."|stage direction|||
847||202   TELEVISION IMAGE:                                                  202|location|||
848||A march on Washington, protesting the war (archive).|stage direction|||
849||INT. JIMMY RACINE'S APARTMENT - NIGHT|location|||
850||"The report continues on a TV here as Teddy's driver, Jimmy
Racine, yells at his girlfriend -"|stage direction|||
851||JIMMY|unknown|||
852|TRUPO|Where is it?|speech|TRUPO|M|True
853|DARYLYNN|Fuck you, I'm not telling you.|speech|DARYLYNN|?|
854||"She comes past the TV and into the kitchen past a table
covered with dope paraphernalia."|stage direction|||
855|JIMMY|"Where is my fuckin dope? You and your
girlfriends take it again? I'll fuckin
kill you."|speech|JIMMY|M|True
856||"She yanks open a drawer, grabs a knife and slashes it at
him. He grabs a gun and she runs for the stairs -"|stage direction|||
857||203   EXT. JIMMY RACINE'S - APARTMENT - NIGHT                            203|location|||
858||"He chases her into the street, yelling, raises the gun and
fires, and she goes down, clutching at her butt, moaning -"|stage direction|||
859||78.|unknown|||
860||204   INT. RICHIE'S APARTMENT - SAME NIGHT                          204|location|||
861||"Moaning here, too.   Richie's lawyer-ex-girlfriend, in bed
with him."|stage direction|||
862||"SHEILA
Richie, yes, fuck me like a cop, not
a lawyer -
(the phone rings)
Oh, God, Richie, no - don't answer it -
(he reaches to pick it up)
No, no, no -
RICHIE
Yeah -
SPEARMAN V/O PHONE
Richie. Newark just picked up one of the
celebrities on our Wall of Fame: Teddy's
driver. For attempted murder."|unknown|||
863||205   INT. NARCOTICS SQUAD HQ - NEWARK - NIGHT                      205|location|||
864||"Richie's had Jimmy Racine brought over. Sits with him as
the Three Amigos watch from the shadows. Just coming off
his high, and the attempted murder, Jimmy looks disoriented
as he sits in cuffs in the dungeon-like basement."|stage direction|||
865||"RICHIE
Because it's an attempted homicide,
that's Grand Jury. Now, that Grand Jury
could come in very favorably. Might turn
out to be Attempted Manslaughter. Self
Defense even. She had a knife. Depends
on how I want to deal with you. You see
where this is going."|unknown|||
866||Jimmy looks around at the basement dungeon with concern.|stage direction|||
867||"JIMMY
The fuck is this place?
RICHIE
Let's say you beat it somehow. What do
you think Cousin Frank'll think of that?
He knows you had to sit here listening to
something like this. And then you beat
an attempted murder? Is he stupid?
He'll assume you talked."|unknown|||
868||Jimmy can easily imagine that scenario and it frightens him.|stage direction|||
869||"(CONT)
79."|unknown|||
870||205   CONTINUED:                                                      205|location|||
871|RICHIE|"You fucked up, Jimmy. But nobody knows.
Frank doesn't know. Yet. Do you want him
to read about it in the paper? Or do you
want to walk out of here - no bail, no
trial - just walk out, now."|speech|RICHIE|M|True
872||206   EXT. NARCOTICS SQUAD HQ - NEWARK - DAWN                          206|location|||
873||"Jimmy has thought about it all night and walks out of the
building into the chilly morning air."|stage direction|||
874||RICHIE V/O|unknown|||
875|RICHIE|Jimmy?   Look at me -|speech|RICHIE|M|True
876||"Jimmy looks over his shoulder as if Richie just called to
him from it, which he didn't. There's no one in sight -"|stage direction|||
877|RICHIE V/O|"Any time I want to change my mind? I
don't like the quality of your work? I
can find a witness saw you shoot your
girlfriend. It just took me a while. I
even know what he'll look like. He'll
look just like you."|speech|RICHIE V/O|?|True
878||207   EXT. MEAT PACKING DISTRICT - DAY                                 207|location|||
879||Teddy's car comes around a corner and down the street.|stage direction|||
880||208   INT. TEDDY'S CAR - MOVING - DAY                                  208|location|||
881||"Jimmy Racine, wired, looks in the rear view mirror at Teddy
in the back seat, and, behind him, Richie's car following."|stage direction|||
882||209   INT. RICHIE'S CAR - SAME TIME                                    209|location|||
883||"Richie keeps Teddy's car in view ahead. Glances in his
mirror at the cars following him. His detectives."|stage direction|||
884||210   EXT. MEAT PACKING DISTRICT - LATER - DAY                         210|location|||
885||"The detectives' cars parked behind a warehouse. Richie
peers into binoculars at: Teddy's car parked by Frank's
outside another warehouse loading dock. Frank gets out,
discusses something with his brother, comes past Jimmy to
some men in bloody white coats.
He talks to them, returns to his car, takes a valise from
the trunk. He snaps it open revealing stacks of cash, hands
it over and walks to a semi-truck, glancing once in Richie's
direction. Though he can't see anyone there he gives a wave
to them - or is it to the truck driver to pull out -"|stage direction|||
886||80.|unknown|||
887||211    EXT. HARLEM STREET - DAY                                     211|location|||
888||"Like Bumpy used to do every Thanksgiving, Frank and his
brothers, from the back of the truck, hand out hundreds of
freshly-butchered turkeys to the poor."|unknown|||
889||212    INT. MAMA LUCAS'S TEANECK, N.J. HOUSE - DAY                  212|location|||
890||"Frank, in an apron, carries in a huge cooked turkey as the
extended Lucas family gathers around the table. It's like
Norman Rockwell painting -"|unknown|||
891||213    INT/EXT. ALLEY / ROOMS HARLEM - SAME TIME - DAY              213|location|||
892||"Another Thanksgiving picture: addicts shooting up and
nodding out in alleys and dingy rooms. Tight on needles,
veins, spoons, filth -"|unknown|||
893||214    INT. RICHIE'S APARTMENT - SAME TIME - DAY                    214|location|||
894||"Richie alone at his kitchen table with a sandwich and a
beer. The Macy's parade plays silently on his TV."|unknown|||
895||A215   INT/EXT. TRUPO'S HOUSE - SAME TIME - DAY                    A215|location|||
896||"A doorbell summons Trupo. He comes through his entry.
Opens the front door. Finds no one there - except a large
live turkey on the doorstep. He stares at it nonplussed,
then looks up to a sound - a whoosh - as flames engulf the
interior and spit out the windows of his Shelby Mustang ..."|unknown|||
897||B215   INT. MAMA LUCAS'S TEANECK, N.J. HOUSE - DAY                 B215|location|||
898||"The big knife in Frank's hand slices into the turkey and
lifts meat onto a plate that's passed from hand to hand, the
family engaged in several conversations at once, laughing -"|unknown|||
899||215    INT. MAMA LUCAS'S TEANECK, N.J. HOUSE - DAY                  215|location|||
900||"Bathroom. Jimmy Racine, shirt off, wired, changes the
batteries of the little tape recorder."|unknown|||
901||216    EXT. MAMA LUCAS'S TEANECK, N.J. HOUSE - DAY                  216|location|||
902||"Jimmy comes out, tries to take a chair not too far from
Frank who's watching his nephew toss pop-up flies for the
younger kids to catch.
FRANK
Stevie. Come over here.
(the nephew comes over)
I heard you didn't show up.
(MORE)
(CONT)
81."|unknown|||
903||216   CONTINUED:                                                       216|location|||
904||FRANK (CONT'D)|unknown|||
905|RICHIE V/O|"You're     too busy to meet with Billy
Martin?   After I set it up?"|speech|RICHIE V/O|?|True
906||Stevie shifts around, not wanting to make Frank mad ...|stage direction|||
907|STEVIE|I don't want to play pro ball, I decided.|speech|STEVIE|M|
908||FRANK|unknown|||
909|STEVIE|"What're you   talking about? This is your
dream since   you were their age -"|speech|STEVIE|M|
910||(the   younger kids)|unknown|||
911|STEVIE|Maybe I can   set it up again.|speech|STEVIE|M|
912||Stevie just stands there, uncomfortable.         Finally -|stage direction|||
913|STEVIE|"It's not what I want. I want to do what
you do, Uncle Frank. I want to be you."|speech|STEVIE|M|
914||"Frank stares at him unhappily.       Teddy comes over but Frank
barely notices."|stage direction|||
915|TEDDY|We got a problem.|speech|TEDDY|M|True
916||217   INT. TEDDY'S CAR - MOVING - LATE AFTERNOON                        217|location|||
917||"Jimmy Racine behind the wheel.       Frank and Teddy in back,
speaking quietly."|stage direction|||
918|TEDDY|"He's been cutting it so much it's down
to two, three percent pure."|speech|TEDDY|M|True
919|FRANK|You tested it. You're sure.|speech|FRANK|M|True
920||"Teddy nods. Frank notices Jimmy looking at them in the rear
view mirror."|stage direction|||
921|FRANK|The fuck you looking at?|speech|FRANK|M|True
922||218   EXT. JACKIE FOX'S CLUB - NEW YORK - DUSK                          218|location|||
923||"The car pulls up in front of a building in the clothing
district. Jimmy stays while Teddy and Frank go inside."|stage direction|||
924||82.|unknown|||
925||219   INT. JACKIE FOX'S CLUB - DUSK                                 219|location|||
926||"Jackie's club looks like a set from a blaxploitation film.
Frank and Teddy, led by a bodyguard, come past some turkey
carcasses and other remnants of Thanksgiving to where Jackie
and a couple friends cavort with some naked girls."|stage direction|||
927||"JACKIE
Frank.   Welcome.
FRANK
We need to talk.
JACKIE
Great.   Girls, get out."|unknown|||
928||"The girls gather their things and leave. Frank wipes at a
modern leather chair with his handkerchief, throws it away,
sits. Jackie lays out a couple lines, offers Frank a rolled
up hundred dollar straw. Frank shakes his head, no thanks."|stage direction|||
929||"JACKIE
You talked to Charlie. You want to hear
more about my Black Coalition. Let me
explain it to you -"|unknown|||
930||But first, let me suck up a line of coke -|stage direction|||
931||"FRANK
That's not why I'm here.
(Jackie glances up from the
powder. No?)
Everybody's happy, Jackie. Charlie, Baz,
the cops, the Italians, everybody.
Everybody except you.
JACKIE
I'm happy.
FRANK
Then I don't understand. Why do you have
to take something that's perfectly good
the way it is, and wreck it?"|unknown|||
932||Jackie doesn't seem to understand.|stage direction|||
933||"FRANK
Brand names mean something, Jackie.
Consumers rely on them to know what
they're getting. They know the company
isn't going to try to fool them with an
inferior product. They buy a Ford, they
know they're gonna get a Ford.
(MORE)
(CONT)
83."|unknown|||
934||219   CONTINUED:                                                     219|location|||
935|FRANK (CONT'D)|Not a fuckin Datsun.|speech|FRANK|M|True
936||(his look says, right?)|unknown|||
937|FRANK (CONT'D)|"Blue Magic is a brand name; as much a
brand name as Pepsi. I own it. I stand
behind it. I guarantee it and people
know that even if they don't know me any
more than they know the chairman of
General Foods."|speech|FRANK|M|True
938|JACKIE|"What the fuck are you talking about,
Frank?"|speech|JACKIE|M|True
939|FRANK|"What you're doing, as far as I'm
concerned, when you chop my dope down to
five percent, is trademark infringement."|speech|FRANK|M|True
940||That.   That's what this is about.      Jackie nods, but -|stage direction|||
941|JACKIE|"With all due respect, Frank, if I buy
something, I can do whatever I want with
it."|speech|JACKIE|M|True
942|FRANK|"That's not true. That's where you're
wrong."|speech|FRANK|M|True
943|JACKIE|"If I buy a car, I can paint it, God damn
it."|speech|JACKIE|M|True
944|FRANK|"Jackie, you don't need to. You don't
need to make more money than you can with
Blue the way it is. No one does. At a
certain point it's just greed."|speech|FRANK|M|True
945|JACKIE|"What do you want, Frank?    You want me to
call it something else?"|speech|JACKIE|M|True
946|FRANK|"I have to insist. You call it Blue
Magic, that's misrepresentation."|speech|FRANK|M|True
947|JACKIE|"Fine. I'll call it Red Magic, even
though it doesn't sound as good."|speech|JACKIE|M|True
948|FRANK|"That's all I'm saying.   Wrap it in red
cellophane and -"|speech|FRANK|M|True
949||"(CONT)
84."|unknown|||
950||219   CONTINUED:                                                       219|location|||
951||JACKIE|unknown|||
952|FRANK|Pink Magic.   Black Magic -|speech|FRANK|M|True
953|FRANK|"Whack it down to nothing, tie a bow
around it and call it Blue Dogshit if you
want, just don't let me catch you doing
this again."|speech|FRANK|M|True
954||Jackie regards Frank for a long moment ...|stage direction|||
955|JACKIE|"Catch me? Insist? Infringement? I
don't like these words as much as please -
thank you - sorry to bother you, Jackie.
These are better words to use you come
into my place without an invitation."|speech|JACKIE|M|True
956||"Jackie waits to hear a kinder word but Frank doesn't offer
one. Jackie nods, Fine, okay, but it's more like a warning."|stage direction|||
957||220   INT. JACKIE'S CLUB - DUSK                                         220|location|||
