|text|type
603|"Phil looks at Rita. She nods and shrugs.
Phil walks up to the platform and sits at the piano. He begins
to play a slow, serious, classical piece. Everyone falls
silent. It's so beautiful, Rita is almost in tears.
Then, after a pause to let the serious notes sink in, Phil
transforms the piece into a fast, lively, upbeat jazz romp.
Everyone is delighted, and as the rest of the band kicks in,
everyone grabs a partner and begins to dance.
An old coot, UNCLE LEO, grabs Rita and the two of them dance up
a storm."|stage direction
604|Rit a looks over at Phil, joyously playing the piano.|stage direction
605|"EXT . STREET - NIGHT
It is snowing lightly. Phil and Rita are walking slowly, arm
in arm, close. They stop and embrace. Phil looks at Rita.
She looks like an angel."|stage direction
606|"Phil scoops up some snow and begins packing it down, furiously,
joyously, then rolling it into a large ball."|stage direction
607|"Ph il lifts the now larger chunk of packed snow and sets it on
a mailbox. Then he looks at her, and starts to sculpt it."|stage direction
608|"LATER
Phil is using a stick and the heat of his bare hands to model
a delicate fold in the snow sculpture. Several bystanders look
o n with interest as Phil stands back from his work."|stage direction
609|"It is an excellent likeness of Rita, the snow white as
alabaster, pure as marble, a beautiful and delicate homage."|stage direction
610|"Rita embraces Phil. They are about to kiss, looking deep into
each others eyes."|stage direction
611|They kiss-- a long, deep, soul-stirring kiss.|stage direction
612|"Rita nods. They continue standing there, embracing, warming
each other in the cold night air."|stage direction
613|They kiss again.|stage direction
614|"CLOSE UP - THE CLOCK
The digital clock-radio changes from 5:59 to 6:00. Silence.
No Sonny and Cher, no deejays-- nothing.
Phil sits up in bed. He looks around the room. Things are
different, messier. Then he sees the covers move. Wide-eyed
now, he looks over and sees Rita waking up, snuggling deep
under the covers."|stage direction
615|Phil pounces on Rita, showering her with kisses.|stage direction
616|Phil turns on the radio.|stage direction
617|Phil kisses the radio.|stage direction
618|"Phil runs to the window and looks out.
HIS POV - THE STREET
The street ;is virtually empty, the town just waking up. Kids
are throwing snowballs."|stage direction
619|Phil stops, thinks.|stage direction
620|"Phil opens the door and runs into the hallway wearing only
pajama bottoms."|stage direction
621|"Rita sits up in bed and waits. Suddenly, from somewhere else
in the inn comes the sound of Phil at the piano expertly
playing a difficult classical piece. He stops after a few
bars."|stage direction
622|Phil runs back into the room.|stage direction
623|He pounces on Rita again.|stage direction
624|They kiss, passionately, hungrily.|stage direction
625|He scoops her up in his arms.|stage direction
626|INT. BREAKFAST ROOM - LATER|location
627|"Phil and Rita, dressed now, enter and encounter Mrs. Lancaster
Phil hugs her."|stage direction
628|He kisses her on the cheek and rushes out with Rita.|stage direction
629|EXT. THE STREET - DAY|location
630|Phil and Rita walk down Main Street hand in hand.|stage direction
631|A FLORIST steps out of the flower shop with a bouquet.|stage direction
632|Phil smells the flowers, and hands the bouquet to Rita.|stage direction
633|"A car skids on the ice and smashes into a tree. Phil and Rita
rush over to help, but the driver waves that he's okay. Rita
and Phil continue their walk."|stage direction
634|"Phil and Rita walk off together.
Across the street, Larry is trying to get rid of Ned Ryerson
who is doggedly trying to sell him insurance."|stage direction
635|Larry keeps trying to walk away, but Ned won't leave him alone.|stage direction
636|"Finally, Larry slugs Ned and storms off, leaving Ned
floundering in a snowbank.
Phil and Rita walk on as we pull up and away from Main Street
revealing the whole of Punxsutawney and the snowy countryside
that embraces it."|stage direction
